Id,LotFrontage,LotArea,LotShape,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,HeatingQC,GrLivArea,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SalePrice,TotalSF,TotalFinishedBsmt,TotalBath,OutdoorFeatureSF
1093,60.0,8400,Reg,SWISU,1.5Fin,6,83,58,MetalSd,MetalSd,None,0.0,3,PConc,3,1,3,2,1694,3,7,1,4,Detchd,83.0,1,2,576,136500,3451,423,2.0,470
1094,71.0,9230,Reg,NAmes,1Story,5,41,8,MetalSd,MetalSd,BrkFace,166.0,3,CBlock,3,2,6,4,1200,4,6,0,0,Detchd,29.0,1,2,884,146000,2948,661,2.5,64
1095,74.0,5868,Reg,NAmes,1Story,5,54,10,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,4,5,936,3,4,0,0,Attchd,54.0,3,1,308,129000,2180,488,2.0,240
1096,78.0,9317,IR1,CollgCr,1Story,6,1,1,VinylSd,VinylSd,None,0.0,4,PConc,4,1,6,4,1314,4,6,1,4,Attchd,1.0,2,2,440,176432,3068,24,2.0,22
1097,60.0,6882,Reg,IDOTRR,2Story,6,93,1,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,1,1,3,1355,4,7,0,0,not present,27.5,0,0,0,127000,2039,0,1.5,251
1098,69.0,3696,Reg,StoneBr,1Story,8,21,21,HdBoard,HdBoard,None,0.0,4,CBlock,4,1,1,5,1088,4,5,0,0,Attchd,20.0,2,2,461,170000,2623,0,1.5,211
1099,50.0,6000,Reg,BrkSide,1.5Fin,4,73,59,MetalSd,MetalSd,None,0.0,3,BrkTil,3,1,4,3,1324,3,6,0,0,Detchd,73.0,1,1,240,128000,2236,672,1.0,0
1100,82.0,11880,IR1,NWAmes,1Story,7,31,31,Plywood,Plywood,BrkFace,206.0,3,CBlock,4,1,5,3,1601,3,7,1,3,Attchd,31.0,2,2,478,157000,3350,704,2.0,0
1101,60.0,8400,Reg,SWISU,1Story,2,89,59,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,1,3,3,438,2,3,0,0,Detchd,79.0,1,1,246,60000,974,290,1.0,0
1102,61.0,9758,IR1,NAmes,1Story,5,36,36,HdBoard,MetalSd,None,0.0,3,CBlock,3,1,4,3,950,3,5,0,0,Detchd,26.0,1,1,280,119500,2180,699,1.0,0
1103,70.0,7000,Reg,NAmes,1Story,5,47,5,Wd Sdng,Wd Sdng,BrkFace,45.0,3,CBlock,3,1,3,5,1134,3,6,0,0,Attchd,47.0,2,1,254,135000,2398,588,1.0,16
1104,79.0,8910,Reg,NAmes,1Story,6,47,47,BrkFace,BrkFace,None,0.0,3,CBlock,3,2,5,5,1194,3,6,1,2,BuiltIn,52.0,3,2,539,159500,2388,655,1.5,192
1105,24.0,2016,Reg,BrDale,2Story,5,37,37,HdBoard,HdBoard,BrkFace,304.0,3,CBlock,3,1,1,3,1302,3,6,0,0,Detchd,37.0,1,2,440,106000,2372,0,2.5,0
1106,98.0,12256,IR1,NoRidge,2Story,8,16,15,HdBoard,HdBoard,BrkFace,362.0,4,PConc,5,3,6,5,2622,4,9,2,3,Attchd,16.0,2,2,712,325000,4797,1032,3.5,218
1107,114.0,10357,IR1,SawyerW,1Story,7,17,16,HdBoard,HdBoard,None,0.0,4,PConc,4,2,6,4,1442,4,6,1,3,Attchd,17.0,3,2,719,179900,3071,738,3.0,244
1108,168.0,23257,IR3,Gilbert,2Story,7,0,0,VinylSd,VinylSd,None,0.0,4,PConc,5,1,1,5,2021,4,9,1,4,BuiltIn,0.0,2,2,422,274725,3311,0,2.5,100
1109,69.0,8063,Reg,Gilbert,2Story,6,7,7,VinylSd,VinylSd,None,0.0,3,PConc,4,1,1,5,1690,3,7,1,3,Attchd,7.0,2,2,463,181000,3077,0,2.5,148
1110,107.0,11362,IR1,NridgHt,1Story,8,5,4,MetalSd,MetalSd,Stone,42.0,4,PConc,5,2,6,5,1836,4,7,1,4,Attchd,5.0,3,3,862,280000,4534,1039,3.0,310
1111,69.0,8000,Reg,Gilbert,2Story,6,13,12,HdBoard,HdBoard,None,0.0,3,PConc,4,1,6,4,1658,3,8,1,3,Attchd,13.0,3,2,431,188000,2862,219,3.5,308
1112,80.0,10480,Reg,NWAmes,2Story,7,32,32,Plywood,Plywood,BrkFace,660.0,3,CBlock,3,1,5,3,1964,3,8,1,4,Attchd,32.0,2,2,483,205000,3250,403,2.5,69
1113,73.0,7100,IR1,NAmes,1Story,5,49,49,WdShing,Wd Shng,None,0.0,3,CBlock,3,1,6,3,816,3,5,0,0,Detchd,49.0,1,1,308,129900,1940,708,2.0,0
1114,66.0,8923,Reg,NAmes,1Story,5,54,1,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,1,4,4,1008,4,6,0,0,Attchd,54.0,1,1,240,134500,2256,643,2.0,18
1115,90.0,5400,Reg,OldTown,1Story,5,52,6,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,3,5,833,4,4,0,0,Detchd,51.0,1,1,326,117000,1992,415,1.0,0
1116,93.0,12085,Reg,NridgHt,1Story,8,0,0,VinylSd,VinylSd,Stone,328.0,4,PConc,5,1,6,5,1734,5,7,1,4,Attchd,0.0,2,3,928,318000,4396,1004,3.0,0
1117,69.0,7750,Reg,Gilbert,SLvl,8,7,7,VinylSd,VinylSd,None,0.0,4,PConc,4,1,6,5,1419,4,7,1,3,BuiltIn,7.0,3,2,527,184100,2354,353,3.5,120
1118,57.0,9764,IR1,Sawyer,1Story,5,41,5,VinylSd,VinylSd,None,0.0,3,CBlock,3,1,4,5,894,4,5,0,0,Attchd,41.0,2,2,450,130000,2238,702,2.0,0
1119,85.0,13825,Reg,Sawyer,SLvl,5,50,21,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,1,3,1601,3,6,0,0,BuiltIn,50.0,2,1,300,140000,2434,0,1.5,314
1120,70.0,7560,Reg,NAmes,1Story,5,47,47,BrkFace,Wd Sdng,None,0.0,3,CBlock,3,1,2,3,1040,3,6,0,0,Attchd,47.0,2,1,286,133700,2366,369,1.0,392
1121,59.0,8263,Reg,IDOTRR,1Story,6,87,57,BrkFace,BrkFace,None,0.0,3,BrkTil,3,1,1,3,1012,3,6,1,4,Detchd,87.0,1,1,308,118400,2332,0,1.0,134
1122,84.0,10084,Reg,CollgCr,1Story,7,1,0,VinylSd,VinylSd,BrkFace,196.0,4,PConc,4,3,6,5,1552,4,7,0,0,Attchd,1.0,2,3,782,212900,3886,24,2.0,164
1123,69.0,8926,IR1,Edwards,1Story,4,53,53,AsbShng,AsbShng,None,0.0,3,CBlock,3,1,1,5,960,3,5,0,0,Basment,53.0,1,1,288,112000,1920,0,1.0,224
1124,50.0,9405,Reg,Edwards,1Story,5,62,1,VinylSd,VinylSd,None,0.0,3,CBlock,3,1,1,5,698,3,4,0,0,not present,29.5,0,0,0,118000,1396,0,1.5,200
1125,69.0,9125,IR1,Gilbert,SLvl,7,15,15,HdBoard,HdBoard,BrkFace,170.0,3,PConc,4,1,1,4,1482,4,7,1,3,Attchd,15.0,3,2,392,163900,2258,0,2.5,125
1126,60.0,10434,Reg,NAmes,1Story,4,54,54,Plywood,Plywood,None,0.0,3,CBlock,3,1,1,3,1005,2,5,1,3,Detchd,32.0,1,2,672,115000,2682,0,1.0,0
1127,53.0,3684,Reg,Blmngtn,1Story,7,2,2,VinylSd,VinylSd,BrkFace,130.0,4,PConc,4,1,1,5,1555,4,7,1,3,Attchd,2.0,3,3,660,174000,3588,0,2.0,163
1128,182.0,14572,IR3,Gilbert,1Story,7,3,3,VinylSd,VinylSd,None,0.0,4,PConc,4,3,6,5,1530,4,7,1,4,Attchd,3.0,3,3,630,259000,3690,1300,3.0,180
1129,59.0,11796,IR1,Gilbert,2Story,7,3,2,VinylSd,VinylSd,None,0.0,4,PConc,4,3,1,5,1959,4,8,1,4,BuiltIn,3.0,3,2,434,215000,3240,0,2.5,148
1130,60.0,7200,Reg,OldTown,SFoyer,5,27,27,MetalSd,MetalSd,BrkFace,180.0,3,CBlock,4,4,6,3,936,3,4,0,0,Detchd,27.0,1,2,672,140000,2544,936,2.0,49
1131,65.0,7804,Reg,SWISU,1.5Fin,4,81,59,WdShing,Plywood,None,0.0,3,BrkTil,3,1,4,3,1981,4,7,2,3,Detchd,28.0,1,2,576,135000,3679,622,3.0,475
1132,63.0,10712,Reg,Mitchel,1Story,5,16,15,HdBoard,HdBoard,None,0.0,3,PConc,4,2,4,3,974,3,5,0,0,not present,27.5,0,0,0,93500,1948,212,1.0,28
1133,90.0,9900,Reg,OldTown,2Story,6,127,57,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,2,1,3,2210,2,8,0,0,Detchd,77.0,1,1,205,117500,3423,0,2.0,48
1134,80.0,9828,IR1,SawyerW,2Story,8,14,14,VinylSd,VinylSd,None,0.0,4,PConc,4,1,6,5,2020,4,8,1,3,Attchd,14.0,2,2,466,239500,3614,584,2.5,155
1135,57.0,8773,IR1,Gilbert,2Story,6,10,10,VinylSd,VinylSd,None,0.0,3,PConc,4,3,1,4,1600,3,7,1,3,Attchd,10.0,3,2,460,169000,2976,0,2.5,138
1136,60.0,6180,Reg,BrkSide,1Story,6,81,57,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1,1,3,986,3,5,1,4,Detchd,81.0,1,1,180,102000,2126,0,1.0,128
1137,80.0,9600,Reg,NAmes,1.5Fin,6,58,58,VinylSd,VinylSd,None,0.0,3,CBlock,3,1,4,3,1252,3,6,0,0,Attchd,58.0,1,1,288,119000,2572,280,1.0,96
1138,54.0,6342,Reg,Sawyer,1.5Fin,5,135,14,VinylSd,VinylSd,None,0.0,3,CBlock,3,1,1,4,1020,3,6,0,0,not present,30.5,0,0,0,94000,1800,0,1.0,176
1139,69.0,9819,IR1,Mitchel,1Story,6,32,32,Plywood,ImStucc,None,0.0,3,PConc,3,4,5,3,1567,4,5,2,3,Attchd,32.0,2,2,714,196000,3848,1567,3.0,296
1140,98.0,8731,IR1,BrkSide,1Story,5,87,57,Stucco,Stucco,None,0.0,3,BrkTil,3,1,4,3,1167,3,6,1,4,Detchd,35.0,1,2,495,144000,2577,645,1.0,342
1141,60.0,7350,Reg,NAmes,1Story,5,57,57,HdBoard,HdBoard,None,0.0,3,CBlock,3,2,5,3,952,3,4,0,0,Detchd,20.0,1,2,840,139000,2744,852,2.0,0
1143,77.0,9965,Reg,CollgCr,2Story,8,1,0,VinylSd,VinylSd,Stone,340.0,4,PConc,5,4,6,5,2828,4,11,1,3,BuiltIn,1.0,2,3,1052,424870,5346,1150,4.0,269
1144,69.0,9000,Reg,Sawyer,1Story,5,49,49,Wd Sdng,Plywood,None,0.0,3,CBlock,3,1,6,3,1006,3,5,0,0,not present,28.5,0,0,0,80000,2012,288,1.0,24
1145,60.0,12180,Reg,Edwards,1.5Fin,4,69,60,MetalSd,MetalSd,None,0.0,3,BrkTil,4,1,4,2,924,2,5,0,0,Detchd,69.0,1,1,280,80000,1876,348,2.0,0
1146,52.0,6240,Reg,BrkSide,1.5Fin,5,78,56,MetalSd,MetalSd,None,0.0,3,BrkTil,3,1,1,5,1576,3,8,1,4,Detchd,78.0,1,1,225,149000,2843,0,1.0,0
1147,69.0,11200,Reg,SawyerW,1Story,6,21,21,Wd Sdng,Wd Shng,BrkFace,85.0,4,CBlock,4,1,6,3,1298,4,5,1,3,Attchd,21.0,1,2,403,180000,2999,1258,3.0,191
1148,75.0,12000,Reg,Crawfor,2Story,7,68,59,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,3,5,1564,2,7,1,4,Attchd,68.0,1,1,234,174500,2502,275,1.5,0
1149,69.0,5700,Reg,OldTown,1.5Fin,7,82,58,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,1,1,3,1111,3,5,1,4,Detchd,26.0,1,1,288,116900,1971,0,1.0,176
1150,50.0,9000,Reg,OldTown,2Story,7,89,21,VinylSd,VinylSd,None,0.0,3,PConc,3,1,5,5,1482,3,7,0,0,Detchd,79.0,1,2,324,143000,2456,624,1.5,0
1151,57.0,8280,IR1,NAmes,1Story,6,57,57,BrkFace,BrkFace,None,0.0,3,CBlock,3,1,1,5,932,4,4,1,4,Attchd,57.0,1,1,306,124000,2170,0,1.0,214
1152,134.0,17755,Reg,Edwards,1Story,5,47,47,HdBoard,Plywood,BrkFace,132.0,3,CBlock,3,1,4,3,1466,2,6,2,4,Attchd,47.0,3,2,528,149900,3460,176,1.5,240
1153,90.0,14115,IR1,Crawfor,1Story,6,50,2,Stone,Stone,None,0.0,3,PConc,3,1,5,5,1811,5,6,1,4,Attchd,50.0,3,2,470,230000,3354,843,1.0,280
1154,69.0,5890,Reg,IDOTRR,1Story,6,78,1,Wd Sdng,Wd Sdng,None,0.0,4,BrkTil,3,3,5,5,816,3,5,0,0,Detchd,6.0,1,1,432,120500,2064,538,1.0,96
1155,69.0,13700,IR1,NAmes,2Story,7,43,20,VinylSd,VinylSd,Stone,288.0,3,CBlock,3,4,5,3,1820,4,8,2,4,Attchd,43.0,1,2,492,201800,3176,454,2.0,417
1156,90.0,10768,IR1,Veenker,1Story,5,31,3,Plywood,Plywood,None,0.0,4,CBlock,4,4,5,3,1437,4,6,1,2,Attchd,31.0,2,2,528,218000,3402,1157,3.0,201
1157,85.0,9350,Reg,NAmes,SLvl,5,43,9,BrkFace,BrkFace,None,0.0,3,PConc,3,4,5,4,1265,4,6,1,4,Attchd,43.0,2,2,502,179900,2986,633,2.5,188
1158,34.0,5001,IR1,NridgHt,1Story,7,2,1,VinylSd,VinylSd,Stone,166.0,4,PConc,4,1,6,5,1314,4,6,1,4,Attchd,1.0,2,2,626,230000,3254,904,3.0,234
1159,92.0,11932,Reg,Somerst,1Story,8,1,0,VinylSd,VinylSd,Stone,186.0,4,PConc,4,1,1,5,1580,4,7,0,0,Attchd,0.0,2,3,830,235128,3990,0,2.0,24
1160,76.0,9120,Reg,NWAmes,2Story,6,34,34,HdBoard,HdBoard,BrkFace,270.0,4,CBlock,3,1,5,3,1876,4,8,1,3,Attchd,34.0,2,2,540,185000,3317,442,2.5,69
1161,24.0,2280,Reg,NPkVill,2Story,6,32,32,Plywood,Brk Cmn,None,0.0,3,CBlock,4,1,5,2,1456,3,7,1,3,Attchd,32.0,1,2,440,146000,2751,311,2.5,26
1162,69.0,14778,IR1,Crawfor,1Story,6,54,2,HdBoard,HdBoard,BrkFace,72.0,4,CBlock,3,1,4,5,1640,4,7,1,4,Detchd,15.0,1,2,924,224000,3860,728,2.0,324
1163,109.0,8724,Reg,Sawyer,1Story,5,39,39,VinylSd,VinylSd,None,0.0,3,CBlock,4,1,4,4,894,3,5,1,1,Attchd,39.0,3,2,450,129000,2238,492,1.0,0
1164,60.0,12900,Reg,Sawyer,SFoyer,4,39,39,Plywood,Plywood,None,0.0,3,CBlock,4,3,6,3,1258,3,6,0,0,CarPort,39.0,1,2,400,108959,2856,1198,3.0,120
1165,69.0,16157,IR1,Veenker,SLvl,5,29,29,Plywood,Plywood,None,0.0,3,PConc,4,4,5,5,1432,4,5,1,3,Attchd,29.0,1,2,588,194000,3380,1071,2.5,348
1166,79.0,9541,IR1,NridgHt,1Story,7,0,0,VinylSd,VinylSd,Stone,268.0,4,PConc,4,1,1,5,1502,4,7,0,0,Attchd,0.0,2,2,644,233170,3648,0,2.0,114
1167,64.0,10475,IR1,CollgCr,1Story,8,2,2,VinylSd,VinylSd,Stone,72.0,4,PConc,4,3,1,5,1694,4,7,0,0,Attchd,2.0,2,3,776,245350,4164,0,2.0,193
1168,58.0,10852,IR1,Gilbert,2Story,6,6,6,VinylSd,VinylSd,None,0.0,3,PConc,4,1,6,5,1671,3,7,1,3,Attchd,6.0,3,2,472,173000,3102,786,3.5,38
1169,120.0,13728,Reg,Edwards,2Story,6,73,22,Stucco,Stucco,None,0.0,3,CBlock,3,1,3,5,2108,4,7,2,3,Basment,73.0,1,2,540,235000,3775,626,2.0,90
1170,118.0,35760,IR1,NoRidge,2Story,10,11,10,HdBoard,HdBoard,BrkFace,1378.0,4,PConc,5,4,6,5,3627,4,10,1,3,Attchd,11.0,3,3,807,625000,6364,1387,4.5,437
1171,76.0,9880,Reg,Mitchel,SLvl,6,31,31,Plywood,Plywood,None,0.0,3,CBlock,3,3,5,3,1118,3,6,1,1,Attchd,31.0,3,1,358,171000,2572,522,2.0,203
1172,76.0,9120,Reg,NAmes,1Story,6,50,50,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,5,5,1261,3,6,1,3,Attchd,50.0,2,2,433,163000,2955,662,2.0,288
1173,35.0,4017,IR1,Somerst,2Story,7,2,1,MetalSd,MetalSd,None,0.0,4,PConc,4,1,1,5,1250,4,5,0,0,Detchd,2.0,3,2,625,171900,2500,0,2.5,54
1174,138.0,18030,IR1,ClearCr,1.5Fin,5,61,13,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,3,3,3086,5,12,1,4,not present,27.5,0,0,0,200500,4684,621,3.0,122
1175,80.0,16560,IR1,Crawfor,2Story,6,74,56,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,4,1,3,3,2345,3,9,1,4,Detchd,74.0,1,2,360,239000,3657,503,2.5,0
1176,85.0,10678,Reg,NoRidge,1.5Fin,8,15,7,HdBoard,HdBoard,BrkFace,337.0,4,PConc,4,1,6,5,2872,4,9,1,3,Attchd,15.0,3,2,541,285000,5096,700,2.5,33
1177,37.0,6951,IR1,Mitchel,1Story,5,24,23,HdBoard,Plywood,None,0.0,3,CBlock,3,1,5,3,923,3,5,0,0,Attchd,24.0,1,1,264,119500,2063,658,2.0,362
1178,69.0,3950,Reg,OldTown,1.5Fin,6,83,5,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,3,3,1224,3,5,0,0,Detchd,83.0,1,1,210,115000,2252,468,1.0,116
1179,54.0,7681,IR1,Crawfor,1.5Fin,5,88,59,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1,1,5,1343,3,7,1,4,Detchd,88.0,1,1,186,154900,2260,0,1.5,294
1180,77.0,8335,Reg,Edwards,1Story,5,52,52,Wd Sdng,Wd Sdng,None,0.0,3,Slab,0,0,0,4,1124,3,5,1,4,not present,26.5,0,0,0,93000,1124,0,1.0,226
1181,69.0,11170,IR2,Timber,2Story,7,16,15,MetalSd,MetalSd,None,0.0,3,Wood,4,1,2,5,2514,3,8,0,0,Attchd,16.0,3,2,693,250000,4423,1216,2.5,0
1182,64.0,5587,IR1,Crawfor,1Story,8,0,0,CemntBd,CmentBd,Stone,186.0,5,PConc,5,4,6,5,1652,4,5,1,4,Attchd,0.0,3,2,482,392500,3734,1480,3.5,368
1183,160.0,15623,IR1,NoRidge,2Story,10,11,11,Wd Sdng,ImStucc,None,0.0,4,PConc,5,3,6,5,4476,5,10,2,3,Attchd,11.0,3,3,813,745000,7685,2096,4.5,249
1184,60.0,10800,Reg,OldTown,1Story,5,86,56,Stucco,Stucco,None,0.0,3,BrkTil,3,1,3,5,1130,3,5,1,4,Detchd,36.0,1,2,720,120000,2970,821,2.0,229
1186,60.0,9738,Reg,Edwards,1.5Fin,5,82,56,AsbShng,AsbShng,None,0.0,3,BrkTil,3,1,4,4,1221,3,7,0,0,Attchd,41.0,1,1,392,104900,2397,392,2.0,236
1187,107.0,10615,IR1,OldTown,2Story,3,109,39,HdBoard,HdBoard,None,0.0,3,CBlock,2,2,4,3,1699,3,7,0,0,CarPort,89.0,1,2,420,95000,3097,440,3.0,74
1188,89.0,12461,Reg,NoRidge,1Story,8,12,11,ImStucc,ImStucc,None,0.0,4,PConc,4,1,6,5,1624,4,5,1,2,Attchd,12.0,2,3,757,262000,4005,1456,3.0,306
1189,68.0,8935,IR1,CollgCr,2Story,7,7,7,VinylSd,VinylSd,BrkFace,95.0,4,PConc,4,1,1,5,1660,4,7,0,0,Attchd,7.0,2,2,493,195000,2984,0,2.5,212
1190,60.0,7500,Reg,Gilbert,2Story,7,11,11,VinylSd,VinylSd,None,0.0,3,PConc,3,1,1,4,1804,4,7,1,3,Attchd,11.0,3,2,442,189000,3240,0,2.5,200
1191,69.0,32463,Reg,Mitchel,1Story,4,46,32,MetalSd,MetalSd,Stone,149.0,3,CBlock,3,3,4,5,1622,3,7,1,3,2Types,32.0,3,4,1356,168000,4227,1159,2.0,439
1192,24.0,2645,Reg,Somerst,2Story,8,8,7,MetalSd,MetalSd,BrkFace,456.0,4,PConc,4,1,1,5,1441,4,5,0,0,Detchd,8.0,1,2,492,174000,2709,0,2.5,206
1193,60.0,9600,Reg,OldTown,1.5Fin,5,82,13,VinylSd,VinylSd,None,0.0,3,PConc,3,2,1,4,1472,4,6,0,0,Detchd,82.0,1,1,250,125000,2424,0,1.0,84
1194,69.0,4500,Reg,Mitchel,1Story,6,10,10,VinylSd,VinylSd,BrkFace,425.0,3,PConc,5,1,6,5,1224,3,5,0,0,Attchd,10.0,3,2,402,165000,2850,883,3.0,304
1195,80.0,9364,Reg,Sawyer,2Story,6,41,41,HdBoard,HdBoard,Stone,143.0,3,CBlock,3,1,5,3,1352,3,7,0,0,Attchd,41.0,3,1,299,158000,2314,371,1.5,415
1196,51.0,8029,IR1,Gilbert,2Story,6,3,3,VinylSd,VinylSd,None,0.0,3,PConc,4,1,1,5,1456,4,8,0,0,Attchd,3.0,3,2,400,176000,2584,0,2.5,124
1197,58.0,14054,IR1,Gilbert,2Story,7,0,0,VinylSd,VinylSd,None,0.0,4,PConc,4,3,1,5,1863,4,9,1,4,BuiltIn,0.0,3,3,660,219210,3402,0,2.5,117
1198,65.0,8850,IR1,OldTown,2.5Unf,7,90,56,MetalSd,MetalSd,None,0.0,3,BrkTil,3,1,1,5,1690,3,7,1,4,Detchd,90.0,1,1,225,144000,2730,0,1.0,330
1199,70.0,9100,Reg,CollgCr,1Story,7,8,8,VinylSd,VinylSd,None,0.0,4,PConc,4,1,1,5,1212,4,6,0,0,Attchd,8.0,2,2,573,178000,2997,0,2.0,356
1200,75.0,11235,Reg,Sawyer,1Story,4,43,27,HdBoard,HdBoard,BrkFace,51.0,3,CBlock,3,1,3,4,1382,3,6,1,1,Attchd,32.0,1,2,459,148000,2892,547,1.5,82
1201,71.0,9353,Reg,NAmes,1Story,4,36,36,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,1,4,864,3,5,0,0,Attchd,34.0,1,1,280,116050,2008,0,1.0,0
1202,80.0,10400,Reg,CollgCr,2Story,7,11,11,VinylSd,VinylSd,None,0.0,3,PConc,4,3,1,5,1779,4,6,0,0,Attchd,11.0,2,2,546,197900,3191,0,2.5,234
1203,50.0,6000,Reg,BrkSide,1.5Fin,5,84,12,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1,1,5,1348,3,5,1,2,Detchd,49.0,1,1,216,117000,2448,0,2.0,208
1204,75.0,9750,Reg,CollgCr,1Story,7,9,8,VinylSd,VinylSd,BrkFace,171.0,4,PConc,4,1,1,5,1630,4,6,1,3,Attchd,9.0,1,2,451,213000,3711,0,2.0,308
1205,78.0,10140,Reg,NWAmes,1Story,5,31,31,HdBoard,HdBoard,None,0.0,3,CBlock,4,1,5,5,1074,3,6,0,0,Attchd,31.0,2,2,495,153500,2625,788,2.5,88
1206,90.0,14684,IR1,SawyerW,1Story,7,19,18,HdBoard,HdBoard,BrkFace,234.0,4,CBlock,4,2,5,4,2196,4,7,1,3,Attchd,19.0,2,3,701,271900,5055,662,2.0,154
1207,69.0,8900,Reg,SawyerW,1Story,4,40,40,HdBoard,HdBoard,None,0.0,3,CBlock,3,1,3,3,1056,3,5,0,0,Detchd,40.0,1,1,384,107000,2496,1056,2.0,42
1208,70.0,9135,Reg,CollgCr,1Story,6,3,3,VinylSd,VinylSd,BrkFace,120.0,4,PConc,4,3,6,5,1700,4,7,0,0,Attchd,3.0,2,2,544,200000,3926,340,3.0,215
1209,70.0,7763,Reg,NAmes,1Story,5,46,28,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,3,3,1283,3,6,0,0,Detchd,28.0,1,2,506,140000,2720,612,2.0,0
1210,85.0,10182,IR1,Somerst,1Story,8,0,0,VinylSd,VinylSd,Stone,420.0,4,PConc,5,2,6,5,1660,4,8,1,4,Attchd,0.0,2,2,500,290000,3820,1220,3.0,372
1212,152.0,12134,IR1,Gilbert,1.5Fin,8,22,5,Wd Sdng,Wd Sdng,None,0.0,4,Wood,4,3,6,4,1752,3,8,0,0,Basment,22.0,2,2,492,164000,2803,427,2.0,337
1213,50.0,9340,Reg,Edwards,1Story,4,68,59,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,3,3,672,3,4,0,0,Attchd,68.0,1,1,234,113000,1578,344,2.0,113
1214,69.0,10246,IR1,Sawyer,SLvl,4,41,5,VinylSd,VinylSd,None,0.0,3,CBlock,3,3,6,5,960,3,3,0,0,Attchd,41.0,1,1,364,145000,1972,648,1.5,88
1215,69.0,10205,IR1,NAmes,SFoyer,5,44,44,MetalSd,MetalSd,None,0.0,3,CBlock,3,3,4,3,999,3,6,0,0,Attchd,44.0,1,1,300,134500,2224,784,2.0,222
1216,99.0,7094,IR1,Sawyer,1Story,5,41,41,VinylSd,VinylSd,None,0.0,3,CBlock,3,1,3,3,894,3,5,0,0,Detchd,41.0,2,1,384,125000,2172,554,1.0,0
1217,68.0,8930,Reg,Sawyer,1.5Fin,6,32,32,VinylSd,VinylSd,None,0.0,3,Slab,0,0,0,3,1902,3,8,0,0,Attchd,32.0,1,2,539,112000,2441,0,2.0,0
1218,72.0,8640,Reg,Somerst,1Story,8,0,0,CemntBd,CmentBd,Stone,72.0,4,PConc,4,2,6,5,1314,4,6,0,0,Attchd,0.0,2,2,552,229456,3166,936,3.0,247
1219,52.0,6240,Reg,BrkSide,1.5Fin,4,59,56,AsbShng,AsbShng,None,0.0,3,Slab,0,0,0,4,912,3,3,0,0,not present,26.5,0,0,0,80500,912,0,1.0,0
1220,21.0,1680,Reg,BrDale,2Story,6,35,35,CemntBd,CmentBd,BrkFace,236.0,3,CBlock,3,1,1,3,1218,3,7,0,0,not present,26.5,0,0,0,91500,1890,0,1.5,201
1221,66.0,7800,IR1,NAmes,1Story,5,42,42,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,1,3,3,912,3,5,0,0,Attchd,42.0,1,1,288,115000,2112,912,1.0,0
1222,55.0,8250,Reg,Sawyer,1Story,5,40,40,HdBoard,HdBoard,None,0.0,3,CBlock,3,1,4,5,1211,3,5,1,3,Attchd,40.0,1,1,322,134000,2485,742,1.0,63
1223,78.0,10496,Reg,NAmes,1.5Fin,6,58,57,Wd Sdng,Wd Sdng,BrkFace,320.0,3,CBlock,3,2,3,5,1846,3,7,1,4,Attchd,58.0,1,1,315,143000,3201,196,2.0,0
1224,89.0,10680,Reg,NAmes,1Story,5,55,55,Wd Sdng,Wd Sdng,BrkFace,44.0,3,CBlock,3,1,2,3,2136,3,7,0,0,Detchd,55.0,1,2,528,137900,4800,756,2.0,30
1225,60.0,15384,IR1,Gilbert,2Story,7,4,3,VinylSd,VinylSd,None,0.0,4,PConc,4,3,6,5,1490,4,8,1,4,Attchd,4.0,3,2,388,184000,2666,724,3.5,175
1226,65.0,10482,Reg,NAmes,SLvl,6,49,49,VinylSd,VinylSd,BrkFace,63.0,3,CBlock,3,3,6,5,1138,3,6,0,0,Attchd,49.0,2,1,264,145000,1990,507,1.5,224
1227,86.0,14598,IR1,Somerst,2Story,6,1,1,VinylSd,VinylSd,Stone,74.0,4,PConc,4,2,1,5,1933,4,9,1,4,BuiltIn,1.0,3,3,668,214000,3495,0,2.5,118
